timestamp,user_id,session_id,user_role,source_ip,region,country,latitude,longitude,action,status,bytes_sent,bytes_received,auth_method,response_time_ms,anomaly_label,ip_is_public,asn,vpc_id,subnet_id,src_port,dst_port,protocol,attack_type,attack_stage,attack_id,session_label,ground_truth,event_time,event_id,request_id,event_name,event_source,user_agent,principal_type,principal_arn
2025-12-27 08:09:46.780616,user_19,user_19_sess_1,analytics,10.69.43.36,us-east-1,US,38.9,-77.0,terminate_instance,success,484,394,access_key,123,0,False,8075.0,vpc-69772,subnet-89223,61992.0,80.0,TCP,,,,0.0,1.0,2025-12-27T08:09:46.780616Z,ed40b7e5-0f15-4546-a1fa-56d87143e309,req-ca7eda98-4d5b-43f9-b811-97010665fcd3,ec2:TerminateInstances,ec2.amazonaws.com,Terraform/1.6,IAMUser,arn:aws:iam::123456789012:user/user_19
2025-12-27 08:15:45.773743,user_3,user_3_sess_2,developer,10.81.186.96,us-east-1,US,38.9,-77.0,access_db,success,821,627,mfa,177,0,False,8075.0,vpc-63578,subnet-54350,45516.0,80.0,TCP,,,,0.0,1.0,2025-12-27T08:15:45.773743Z,fb8e8674-2e51-4a6c-86f7-6bba51da6fa5,req-608ea75e-3436-465a-801a-ffb6366c233d,Access_Db,cloud.api.local,aws-cli/2.15,IAMUser,arn:aws:iam::123456789012:user/user_3
2025-12-27 08:16:48.799065,user_61,user_61_sess_1,developer,10.238.224.90,eu-west-1,IE,53.3,-6.2,launch_instance,success,1712,1167,password,121,0,False,14618.0,vpc-97470,subnet-77414,24444.0,80.0,TCP,,,,0.0,1.0,2025-12-27T08:16:48.799065Z,a732c6d5-3cec-4f22-bd45-4b38ffa80b3f,req-faed72c0-c99e-4d86-b102-6ddf18314933,ec2:RunInstances,ec2.amazonaws.com,python-requests/2.31,IAMUser,arn:aws:iam::123456789012:user/user_61
2025-12-27 08:20:17.818927,user_98,user_98_sess_3,developer,10.216.89.235,us-east-1,US,38.9,-77.0,terminate_instance,success,1146,881,password,162,0,False,14618.0,vpc-17182,subnet-56472,5430.0,80.0,TCP,,,,0.0,1.0,2025-12-27T08:20:17.818927Z,7ff4241d-7881-49b2-9baa-7de84edd25a3,req-c70b5214-a829-46e1-9fa3-bdc03d6b8b00,ec2:TerminateInstances,ec2.amazonaws.com,aws-cli/2.15,IAMUser,arn:aws:iam::123456789012:user/user_98
2025-12-27 08:21:52.867444,user_172,user_172_sess_1,developer,10.67.90.159,us-west-2,US,37.7,-122.4,get_object,success,27258,14716,password,170,0,False,16509.0,vpc-83262,subnet-61598,3368.0,443.0,TCP,,,,0.0,1.0,2025-12-27T08:21:52.867444Z,c8bc8347-f78f-4b23-bf77-438b1d178de8,req-e2cf3ba2-60ab-40c3-9b89-147917093f5f,s3:Getobject,s3.amazonaws.com,Terraform/1.6,IAMUser,arn:aws:iam::123456789012:user/user_172
2025-12-27 08:22:20.864018,user_167,user_167_sess_3,readonly,35.0.162.225,eu-west-1,IE,53.3,-6.2,get_object,success,24414,20472,mfa,230,0,True,8075.0,vpc-21310,subnet-45635,48182.0,443.0,TCP,,,,0.0,1.0,2025-12-27T08:22:20.864018Z,4b7bb14c-e714-43fd-a3e4-b61201cf5ff8,req-87a79f7e-54a8-4970-ba32-6b3131ab1b56,s3:Getobject,s3.amazonaws.com,aws-cli/2.15,IAMUser,arn:aws:iam::123456789012:user/user_167
2025-12-27 08:23:25.791482,user_43,user_43_sess_2,developer,10.74.134.195,us-east-1,US,38.9,-77.0,put_object,success,5400,4150,mfa,230,0,False,13335.0,vpc-32145,subnet-58033,28083.0,443.0,TCP,,,,0.0,1.0,2025-12-27T08:23:25.791482Z,596280b0-1b5e-4090-a3b7-288134298642,req-d4e7d2a7-8d7d-4df4-a878-91c65dffe292,s3:Putobject,s3.amazonaws.com,curl/7.88,IAMUser,arn:aws:iam::123456789012:user/user_43
2025-12-27 08:23:36.791155,user_42,user_42_sess_3,developer,10.140.95.71,us-east-1,US,38.9,-77.0,list_buckets,success,220,183,password,78,0,False,13335.0,vpc-89249,subnet-62254,60645.0,80.0,TCP,,,,0.0,1.0,2025-12-27T08:23:36.791155Z,28fec112-a420-42ba-9b05-af088314068b,req-c6b94479-2828-49e1-aec1-63f8d60caaf0,s3:Listbuckets,s3.amazonaws.com,curl/7.88,IAMUser,arn:aws:iam::123456789012:user/user_42
2025-12-27 08:26:07.826931,user_109,user_109_sess_3,analytics,10.158.135.240,us-east-1,US,38.9,-77.0,get_object,success,22671,14079,access_key,156,0,False,14618.0,vpc-83872,subnet-45926,53408.0,443.0,TCP,,,,0.0,1.0,2025-12-27T08:26:07.826931Z,59470024-5f75-41b3-9af1-11554106e00c,req-d0fa16a2-8095-48a5-8d8c-098f943f2e75,s3:Getobject,s3.amazonaws.com,aws-cli/2.15,IAMUser,arn:aws:iam::123456789012:user/user_109
2025-12-27 08:26:28.772418,user_1,user_1_sess_0,developer,10.144.232.19,us-east-1,US,38.9,-77.0,get_object,success,15459,10549,password,115,0,False,14618.0,vpc-91927,subnet-87304,44355.0,443.0,TCP,,,,0.0,1.0,2025-12-27T08:26:28.772418Z,e9eebcb8-7157-4db7-a4a8-77a7f3ebce35,req-908e77a4-5223-4ebe-8e61-7180c1d181b1,s3:Getobject,s3.amazonaws.com,Boto3/1.33,IAMUser,arn:aws:iam::123456789012:user/user_1
2025-12-27 08:27:19.823948,user_104,user_104_sess_3,developer,10.159.154.38,eu-west-1,IE,53.3,-6.2,get_object,success,7823,5754,access_key,241,0,False,8075.0,vpc-42691,subnet-52583,21870.0,443.0,TCP,,,,0.0,1.0,2025-12-27T08:27:19.823948Z,42971fbb-e6cf-4d1f-a746-492887a95d53,req-93491082-b98a-4dbb-a3a6-5095fc053931,s3:Getobject,s3.amazonaws.com,curl/7.88,IAMUser,arn:aws:iam::123456789012:user/user_104
2025-12-27 08:28:17.803949,user_72,user_72_sess_1,developer,10.216.155.17,us-east-1,US,38.9,-77.0,login,success,77,56,password,180,0,False,8075.0,vpc-73495,subnet-12830,37883.0,443.0,TCP,,,,0.0,1.0,2025-12-27T08:28:17.803949Z,0122e452-72b5-4882-b606-0f05a98da8a2,req-537dc4f1-0e71-4a9e-98b2-e22549fe0af8,ConsoleLogin,signin.amazonaws.com,aws-cli/2.15,IAMUser,arn:aws:iam::123456789012:user/user_72
2025-12-27 08:32:03.824476,user_105,user_105_sess_2,analytics,10.8.16.35,us-west-2,US,37.7,-122.4,list_buckets,success,259,174,password,54,0,False,14618.0,vpc-66167,subnet-53421,50727.0,80.0,TCP,,,,0.0,1.0,2025-12-27T08:32:03.824476Z,a661c1fb-1d0c-4e58-a35e-71e367c11e0a,req-c1e1af7b-6965-4bec-9ffd-245d76d2a9ab,s3:Listbuckets,s3.amazonaws.com,python-requests/2.31,IAMUser,arn:aws:iam::123456789012:user/user_105
2025-12-27 08:34:10.798869,user_60,user_60_sess_3,analytics,10.233.90.202,us-east-1,US,38.9,-77.0,get_object,success,20980,15058,access_key,145,0,False,14618.0,vpc-72924,subnet-70851,22051.0,443.0,TCP,,,,0.0,1.0,2025-12-27T08:34:10.798869Z,aa6af0a1-b3b5-4489-80db-fad5ce3b2559,req-18b289dd-156e-4e3a-bc64-3a1c2117b575,s3:Getobject,s3.amazonaws.com,curl/7.88,IAMUser,arn:aws:iam::123456789012:user/user_60
2025-12-27 08:35:25.844065,user_141,user_141_sess_1,developer,10.47.64.198,eu-west-1,IE,53.3,-6.2,access_db,success,979,502,access_key,257,0,False,8075.0,vpc-95957,subnet-32719,62154.0,80.0,TCP,,,,0.0,1.0,2025-12-27T08:35:25.844065Z,9dea90cd-0529-4dd0-be39-eb62472d597d,req-3728b0a8-0520-41ca-84f0-29821c14716a,Access_Db,cloud.api.local,aws-cli/2.15,IAMUser,arn:aws:iam::123456789012:user/user_141
2025-12-27 08:36:19.885018,user_198,user_198_sess_3,developer,10.213.75.237,eu-west-1,IE,53.3,-6.2,put_object,success,2035,1633,mfa,180,0,False,14618.0,vpc-63147,subnet-53463,33925.0,443.0,TCP,,,,0.0,1.0,2025-12-27T08:36:19.885018Z,2af4d1a7-4aaf-4f11-8cf8-7d8de29f82f3,req-ea5e7f04-e281-41bd-aad1-5df00a890812,s3:Putobject,s3.amazonaws.com,curl/7.88,IAMUser,arn:aws:iam::123456789012:user/user_198
2025-12-27 08:38:30.789655,user_39,user_39_sess_3,analytics,10.150.124.85,us-east-1,US,38.9,-77.0,get_object,success,24943,22191,mfa,118,0,False,14618.0,vpc-40263,subnet-69745,21655.0,443.0,TCP,,,,0.0,1.0,2025-12-27T08:38:30.789655Z,cf5ce348-8fc5-459f-9e00-7f3d34b3685d,req-d5b2bd68-878a-4843-b90b-6a8c05d9331d,s3:Getobject,s3.amazonaws.com,curl/7.88,IAMUser,arn:aws:iam::123456789012:user/user_39
2025-12-27 08:39:03.843347,user_139,user_139_sess_2,developer,10.118.54.178,us-east-1,US,38.9,-77.0,get_object,success,24300,18632,mfa,248,0,False,13335.0,vpc-73494,subnet-42954,56998.0,443.0,TCP,,,,0.0,1.0,2025-12-27T08:39:03.843347Z,8036a4d9-2df7-4982-99cc-946ae31c16cb,req-8acb9fb4-f9b7-46c5-ab32-f139ab215f9b,s3:Getobject,s3.amazonaws.com,curl/7.88,IAMUser,arn:aws:iam::123456789012:user/user_139
2025-12-27 08:42:11.799208,user_61,user_61_sess_3,developer,10.154.53.39,eu-west-1,IE,53.3,-6.2,terminate_instance,success,645,489,access_key,247,0,False,14618.0,vpc-33086,subnet-23167,6928.0,80.0,TCP,,,,0.0,1.0,2025-12-27T08:42:11.799208Z,277be681-e3e7-4888-9b72-af0dc43b74fa,req-c33c6996-0256-4596-8fa6-9b1f06caed2d,ec2:TerminateInstances,ec2.amazonaws.com,curl/7.88,IAMUser,arn:aws:iam::123456789012:user/user_61
2025-12-27 08:43:51.832189,user_119,user_119_sess_0,developer,10.14.16.25,us-east-1,US,38.9,-77.0,access_db,success,1120,852,access_key,116,0,False,16509.0,vpc-89926,subnet-23928,22933.0,80.0,TCP,,,,0.0,1.0,2025-12-27T08:43:51.832189Z,e244bbc5-f9f3-417d-bb3a-5e4567cf957c,req-de27e5bb-6b73-464d-a630-516ae5d810e8,Access_Db,cloud.api.local,aws-cli/2.15,IAMUser,arn:aws:iam::123456789012:user/user_119
2025-12-27 08:46:05.839946,user_133,user_133_sess_1,readonly,10.180.225.146,us-west-2,US,37.7,-122.4,login,success,45,27,password,118,0,False,8075.0,vpc-35590,subnet-92674,44104.0,443.0,TCP,,,,0.0,1.0,2025-12-27T08:46:05.839946Z,ddc6b30d-9cf8-44f8-b9f9-656bb39f6331,req-cfbea49c-178d-4a72-b418-4e12b18e27dd,ConsoleLogin,signin.amazonaws.com,aws-cli/2.15,IAMUser,arn:aws:iam::123456789012:user/user_133
2025-12-27 08:47:04.773340,user_2,user_2_sess_2,developer,10.55.231.129,us-west-2,US,37.7,-122.4,put_object,success,3244,1917,access_key,180,0,False,13335.0,vpc-96363,subnet-78347,20791.0,443.0,TCP,,,,0.0,1.0,2025-12-27T08:47:04.773340Z,8c9dbd8d-2f37-4412-bc74-a81c677fc291,req-a5a6fa2f-5357-4e44-a179-353d67d24654,s3:Putobject,s3.amazonaws.com,aws-cli/2.15,IAMUser,arn:aws:iam::123456789012:user/user_2
2025-12-27 08:49:15.796698,user_56,user_56_sess_0,developer,10.74.56.69,eu-west-1,IE,53.3,-6.2,get_object,success,21767,19018,mfa,184,0,False,14618.0,vpc-22954,subnet-45626,57516.0,443.0,TCP,,,,0.0,1.0,2025-12-27T08:49:15.796698Z,646d240d-1c67-44d7-ba37-075255f0afa6,req-3ac4649b-99dd-438f-b8ee-6d931c454327,s3:Getobject,s3.amazonaws.com,python-requests/2.31,IAMUser,arn:aws:iam::123456789012:user/user_56
2025-12-27 08:50:27.843805,user_140,user_140_sess_3,readonly,10.99.205.1,us-east-1,US,38.9,-77.0,put_object,success,5784,4659,password,110,0,False,13335.0,vpc-72320,subnet-47942,61866.0,443.0,TCP,,,,0.0,1.0,2025-12-27T08:50:27.843805Z,bc372498-c1b7-48e4-9cb6-c2ec04ae4df6,req-e021841a-1e24-4a26-9ed2-9e2b0d6e74b6,s3:Putobject,s3.amazonaws.com,python-requests/2.31,IAMUser,arn:aws:iam::123456789012:user/user_140
2025-12-27 08:51:09.815212,user_91,user_91_sess_1,analytics,10.176.112.247,us-west-2,US,37.7,-122.4,list_buckets,success,300,259,access_key,75,0,False,16509.0,vpc-74095,subnet-57897,45106.0,80.0,TCP,,,,0.0,1.0,2025-12-27T08:51:09.815212Z,7c5a129f-c413-4216-8be6-085a7fc35705,req-8f3036e7-6bef-4c21-b5d5-ffdde832cef3,s3:Listbuckets,s3.amazonaws.com,curl/7.88,IAMUser,arn:aws:iam::123456789012:user/user_91
2025-12-27 08:52:42.827760,user_111,user_111_sess_1,analytics,10.140.4.225,eu-west-1,IE,53.3,-6.2,stop_instance,success,723,464,access_key,95,0,False,16509.0,vpc-29372,subnet-96067,57281.0,80.0,TCP,,,,0.0,1.0,2025-12-27T08:52:42.827760Z,4ea10d1d-98c0-418a-97bf-988b7a4edd3a,req-470ac4bf-1ea7-48f3-836e-a15a6b9a5998,ec2:StopInstances,ec2.amazonaws.com,curl/7.88,IAMUser,arn:aws:iam::123456789012:user/user_111
2025-12-27 08:55:17.784526,user_28,user_28_sess_0,readonly,10.89.33.151,us-west-2,US,37.7,-122.4,login,success,51,38,mfa,145,0,False,13335.0,vpc-26702,subnet-44029,62206.0,443.0,TCP,,,,0.0,1.0,2025-12-27T08:55:17.784526Z,3c3451c3-51fb-48e8-b36c-2cc36ec273b3,req-d34f89b2-5082-4470-88d6-1c5efa8a409f,ConsoleLogin,signin.amazonaws.com,aws-cli/2.15,IAMUser,arn:aws:iam::123456789012:user/user_28
2025-12-27 08:55:25.800045,user_63,user_63_sess_1,readonly,10.139.40.114,eu-west-1,IE,53.3,-6.2,access_db,success,772,438,password,139,0,False,13335.0,vpc-39684,subnet-52788,41823.0,80.0,TCP,,,,0.0,1.0,2025-12-27T08:55:25.800045Z,a0ccd82e-beff-40a7-90fd-1d43ca17cf36,req-7883523a-b3b2-48f7-9c5e-ea42164f1453,Access_Db,cloud.api.local,python-requests/2.31,IAMUser,arn:aws:iam::123456789012:user/user_63
2025-12-27 08:55:42.816614,user_94,user_94_sess_1,developer,10.2.148.63,us-east-1,US,38.9,-77.0,put_object,success,2883,1577,mfa,255,0,False,8075.0,vpc-89964,subnet-83512,15339.0,443.0,TCP,,,,0.0,1.0,2025-12-27T08:55:42.816614Z,68ae7502-d729-4812-8950-ff02ee110090,req-dca69280-8d2c-4bd7-85cd-e89bd114c59f,s3:Putobject,s3.amazonaws.com,Boto3/1.33,IAMUser,arn:aws:iam::123456789012:user/user_94
2025-12-27 08:57:31.797939,user_59,user_59_sess_0,readonly,10.83.29.183,us-east-1,US,38.9,-77.0,put_object,success,2374,1780,password,245,0,False,16509.0,vpc-62850,subnet-63955,45024.0,443.0,TCP,,,,0.0,1.0,2025-12-27T08:57:31.797939Z,21e59c9b-3bd8-4299-9ed9-eda91af5d06c,req-06f02b78-572d-4197-bc35-bcb557d2bbd6,s3:Putobject,s3.amazonaws.com,Terraform/1.6,IAMUser,arn:aws:iam::123456789012:user/user_59
2025-12-27 08:57:46.861154,user_164,user_164_sess_2,devops,10.110.88.253,eu-west-1,IE,53.3,-6.2,get_object,success,17219,10240,access_key,172,0,False,8075.0,vpc-90210,subnet-72671,46349.0,443.0,TCP,,,,0.0,1.0,2025-12-27T08:57:46.861154Z,e25ee4c2-1c3a-41a7-909b-0cf117f10411,req-dba33ae5-5496-4c07-b8c2-0bd1a7bbaa84,s3:Getobject,s3.amazonaws.com,Terraform/1.6,AssumedRole,arn:aws:iam::123456789012:role/user_164
2025-12-27 09:00:19.775313,user_7,user_7_sess_1,developer,10.67.44.48,us-east-1,US,38.9,-77.0,get_object,success,16678,8896,access_key,281,0,False,8075.0,vpc-23538,subnet-13442,6897.0,443.0,TCP,,,,0.0,1.0,2025-12-27T09:00:19.775313Z,908ddf8f-58e8-4ca0-8ce0-37445c48cd55,req-b9fbd72b-2d41-482e-b389-25c24d966504,s3:Getobject,s3.amazonaws.com,Boto3/1.33,IAMUser,arn:aws:iam::123456789012:user/user_7
2025-12-27 09:01:49.781887,user_22,user_22_sess_3,analytics,18.0.27.154,us-east-1,US,38.9,-77.0,stop_instance,success,515,365,access_key,177,0,True,13335.0,vpc-71483,subnet-25587,60565.0,80.0,TCP,,,,0.0,1.0,2025-12-27T09:01:49.781887Z,4e3b2c68-f928-4b8e-9a6a-f9de88be03e8,req-89f4f46a-f074-48ee-bb69-0f88003ae30b,ec2:StopInstances,ec2.amazonaws.com,python-requests/2.31,IAMUser,arn:aws:iam::123456789012:user/user_22
2025-12-27 09:06:30.811781,user_87,user_87_sess_1,developer,10.155.141.209,ap-south-1,IN,19.0,72.8,launch_instance,success,302,180,password,114,0,False,14618.0,vpc-48504,subnet-13526,41445.0,80.0,TCP,,,,0.0,1.0,2025-12-27T09:06:30.811781Z,894249b0-e190-4513-9509-992bcb6340ff,req-cdb4dcbc-d3bb-4efe-a7a1-974c53e41e8c,ec2:RunInstances,ec2.amazonaws.com,Boto3/1.33,IAMUser,arn:aws:iam::123456789012:user/user_87
2025-12-27 09:06:46.811947,user_87,user_87_sess_2,developer,10.105.43.84,ap-south-1,IN,19.0,72.8,access_db,success,1461,1115,access_key,97,0,False,13335.0,vpc-42790,subnet-39994,29409.0,80.0,TCP,,,,0.0,1.0,2025-12-27T09:06:46.811947Z,25ef2fc9-cfc1-475e-b66b-f1fb5099b5c7,req-c4306cba-d031-42e3-a7e3-e63e7bb50b8f,Access_Db,cloud.api.local,Boto3/1.33,IAMUser,arn:aws:iam::123456789012:user/user_87
2025-12-27 09:08:33.788823,user_37,user_37_sess_2,analytics,10.183.239.91,us-east-1,US,38.9,-77.0,terminate_instance,success,229,173,mfa,143,0,False,8075.0,vpc-63773,subnet-70461,2837.0,80.0,TCP,,,,0.0,1.0,2025-12-27T09:08:33.788823Z,4eaec848-bb96-4f97-8b7c-e2268d26a15f,req-e57c251e-3ecb-40f4-bd4e-b64cd4a956c9,ec2:TerminateInstances,ec2.amazonaws.com,curl/7.88,IAMUser,arn:aws:iam::123456789012:user/user_37
2025-12-27 09:11:19.823712,user_104,user_104_sess_1,developer,10.222.236.123,eu-west-1,IE,53.3,-6.2,stop_instance,success,930,723,access_key,179,0,False,14618.0,vpc-48937,subnet-35070,42662.0,80.0,TCP,,,,0.0,1.0,2025-12-27T09:11:19.823712Z,1784d46a-b1ad-4755-8510-019f5a56f9ed,req-0a8c42a1-3d2c-413a-8e84-3d6343af8688,ec2:StopInstances,ec2.amazonaws.com,Boto3/1.33,IAMUser,arn:aws:iam::123456789012:user/user_104
2025-12-27 09:13:47.829970,user_115,user_115_sess_1,developer,10.119.100.175,ap-south-1,IN,19.0,72.8,login,success,49,25,access_key,62,0,False,16509.0,vpc-79910,subnet-46822,25084.0,443.0,TCP,,,,0.0,1.0,2025-12-27T09:13:47.829970Z,9c4e41d3-2e37-4e66-aea4-f6ca5defa724,req-fb930fd6-67d5-4e60-a6da-7e5eadc0bcae,ConsoleLogin,signin.amazonaws.com,curl/7.88,IAMUser,arn:aws:iam::123456789012:user/user_115
2025-12-27 09:15:01.788434,user_37,user_37_sess_0,analytics,18.0.169.114,us-east-1,US,38.9,-77.0,list_buckets,success,309,231,mfa,6,0,True,14618.0,vpc-44809,subnet-25509,61771.0,80.0,TCP,,,,0.0,1.0,2025-12-27T09:15:01.788434Z,e69d0ac1-8992-48d4-943d-98d68fc43529,req-f8349428-6990-4dc0-99cd-8b2de0ff56ef,s3:Listbuckets,s3.amazonaws.com,curl/7.88,IAMUser,arn:aws:iam::123456789012:user/user_37
